track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,hit,era
Scraps of the Dead,Invincible Force,spotify:track:4ODcYD3bkogiO15Qa6HXCS,0.251,0.998,8,-4.637,1,0.211,0.0202,0.845,0.37,0.0743,181.658,134160,4,33.02421,7,0,10
Long Hot Summer,Keith Urban,spotify:track:3PY88239tYBnAv5LQoU2oY,0.657,0.785,3,-8.428,1,0.037,0.0301,4.62e-06,0.0927,0.769,127.987,273587,4,23.16254,15,1,10
Cool Kids,Echosmith,spotify:track:13P5rwmk2EsoFRIz9UCeh9,0.719,0.671,8,-6.279,1,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,237627,4,19.57914,11,1,10
Boyfriend,Justin Bieber,spotify:track:0171XsIM2xyeXRr6wsugEI,0.717,0.55,10,-6.019,0,0.0521,0.0358,0.00196,0.126,0.332,96.976,171333,4,40.30242,7,1,10
Buy Me A Boat,Chris Janson,spotify:track:2WKLUgklz0VDX5bKTZ3eYD,0.574,0.745,2,-6.663,1,0.0507,0.319,0.0,0.11,0.693,154.042,179078,4,32.57548,6,1,10
Turn Up The Music,Chris Brown,spotify:track:1RMRkCn07y2xtBip9DzwmC,0.594,0.841,1,-5.792,1,0.102,0.000238,2.22e-06,0.156,0.643,129.925,227973,4,31.25117,13,1,10
Why Don't We Just Dance,Josh Turner,spotify:track:2p07VcUwRZ5sru3mJ0JogS,0.677,0.776,5,-5.933,1,0.0386,0.42,0.000689,0.0954,0.642,121.834,192800,4,31.82336,11,1,10
Rake It Up,Yo Gotti Featuring Nicki Minaj,spotify:track:4knL4iPxPOZjQzTUlELGSY,0.91,0.444,1,-8.126,0,0.344,0.022,0.0,0.137,0.53,149.953,276333,4,26.55611,18,1,10
Reevolution,Sybreed,spotify:track:3ITwSgnWPqOEQLPJSinYFQ,0.533,0.919,8,-5.35,1,0.0694,5.8e-06,0.807,0.113,0.182,125.659,243840,4,23.10305,11,0,10
I Won't Stop Loving You,C Bank feat. Diamond Eyes,spotify:track:4732tkDzX7UAqAeTCyKcHm,0.778,0.479,0,-10.09,1,0.0784,0.000159,0.22,0.131,0.624,120.022,358792,4,32.73868,11,0,10
First Love,Jennifer Lopez,spotify:track:5P16LUPtZ1I5t3EqwELD53,0.621,0.708,11,-5.084,1,0.0444,0.00961,0.00294,0.311,0.455,100.025,215787,4,20.42625,10,1,10
This Is Country Music,Brad Paisley,spotify:track:6Ray43gNA6LZxareyESwNk,0.507,0.669,2,-5.104,1,0.0275,0.126,0.000263,0.111,0.484,88.525,311640,4,44.75667,13,1,10
Canary Yellow,Deafheaven,spotify:track:4hNAvUCdwOdsnuiHayERXQ,0.275,0.973,2,-5.027,1,0.0511,3.66e-05,0.913,0.259,0.224,92.551,737408,4,64.45928,17,0,10
The Body,Wale Featuring Jeremih,spotify:track:1cOi4OoRlpOznxiRa8FfHf,0.493,0.542,9,-8.016,1,0.076,0.0774,0.0,0.239,0.172,109.399,232661,4,89.32186,12,1,10
You And Me,Dave Matthews Band,spotify:track:12ZdBjNAfRXZZTvMSrJPUb,0.652,0.627,7,-7.313,1,0.0894,0.436,8.11e-06,0.0674,0.315,137.867,340533,3,133.41636,6,1,10
First Construction (in metal),John Cage,spotify:track:1gZWVxnwLjdxMnrLfGjbM7,0.45,0.548,7,-22.616,1,0.0698,0.726,0.554,0.87,0.0326,129.062,597133,4,59.59923,24,0,10
raingurl,Yaeji,spotify:track:4gRAniZdYF2zVrDUsNC9tU,0.929,0.572,6,-6.928,0,0.0506,0.017,0.00353,0.122,0.288,128.014,237231,4,52.40126,12,0,10
Mob Ties,Drake,spotify:track:7rC5Pl8rQSX4myONQHYPBK,0.755,0.575,4,-8.393,0,0.0678,0.0456,0.00124,0.276,0.49,85.987,205147,4,24.07639,11,1,10
We Are Young,Glee Cast,spotify:track:1zugfOhn6BebboqGcpUlba,0.378,0.555,7,-6.086,1,0.0498,0.0504,0.0,0.199,0.524,91.966,249773,4,50.03163,7,1,10
Indie Boys,Kleinstadthelden,spotify:track:4tounBwDV12PjCubQ44mBZ,0.543,0.935,4,-3.798,0,0.0604,0.0136,0.0,0.123,0.781,152.076,168986,4,57.19831,6,0,10
Beautiful Drug,Zac Brown Band,spotify:track:0vcfOQOvTCv8ckiRs8Xc1Z,0.618,0.852,8,-5.243,0,0.0813,0.0539,2.7e-06,0.124,0.339,125.944,191600,4,26.28397,8,1,10
Small Town Throwdown,Brantley Gilbert Featuring Justin Moore & Thomas Rhett,spotify:track:0rX4YStqUt1k1VEBe1U4HJ,0.555,0.863,7,-3.867,1,0.0379,0.0246,0.0,0.0563,0.699,98.006,201680,4,21.32991,11,1,10
Nonstop,Drake,spotify:track:0TlLq3lA83rQOYtrqBqSct,0.912,0.412,7,-8.074,1,0.124,0.0164,0.013,0.104,0.422,154.983,238614,4,24.01108,11,1,10
Uma Thurman,Fall Out Boy,spotify:track:5PUawWFG1oIS2NwEcyHaCr,0.622,0.961,4,-2.616,0,0.0669,0.102,0.00016,0.264,0.687,149.962,211573,4,28.20853,7,1,10
Wagon Wheel,Darius Rucker,spotify:track:3xdjjKMcMOFgo1eQrfbogM,0.537,0.66,9,-7.174,1,0.0296,0.455,0.0,0.135,0.574,148.096,298373,4,20.42786,17,1,10
Statesboro Blues,Blind Willie Johnson,spotify:track:68vumBEmWHDVBtM4Cd1EeH,0.531,0.258,5,-14.041,1,0.127,0.857,8.96e-06,0.347,0.552,169.308,162880,4,34.45429,8,0,10
On Top Of The World,Imagine Dragons,spotify:track:1TutGoBY89EFlf1MkD4zAQ,0.631,0.924,0,-5.589,1,0.146,0.0841,3.59e-06,0.084,0.755,100.045,192280,4,44.37195,8,1,10
"Cello Suite No. 2 in D Minor, BWV 1008: VI. Gigue",Johann Sebastian Bach,spotify:track:5IofhO0Z0zMHKjcvmhqrGL,0.442,0.0469,0,-27.494,1,0.0383,0.912,0.809,0.101,0.643,94.978,155627,3,28.43269,10,0,10
Elevator,Eminem,spotify:track:26rUU3JZ9JB9OkEuG9mb3e,0.796,0.793,7,-3.911,1,0.318,0.323,0.0,0.332,0.556,90.51,292933,4,41.34715,11,1,10
Like I Loved You,Brett Young,spotify:track:3T6MAweakkNrMYs8jZIWtg,0.582,0.568,1,-6.051,1,0.0297,0.196,0.0,0.0841,0.64,76.025,207187,4,44.926,7,1,10
Moving To Mars,Coldplay,spotify:track:0kuv7BqWNDprDao3Tb5flN,0.263,0.315,8,-10.797,1,0.03,0.0217,0.163,0.109,0.196,142.657,258874,4,78.05716,8,1,10
Fifteen,Taylor Swift,spotify:track:4t0OI7XrODjSkAu3bTPmWj,0.556,0.651,7,-4.396,1,0.0266,0.067,0.0,0.145,0.203,95.485,294333,4,20.65438,15,1,10
Made For Now,Janet & Daddy Yankee,spotify:track:2Ul7yRZaxGcWCzQg7m632Z,0.76,0.888,6,-3.449,1,0.124,0.00307,1.49e-05,0.149,0.559,115.705,210686,4,56.20249,10,1,10
This Is How We Party - Cat Dealers Remix,R3HAB,spotify:track:7DXXu7OsYGe6Ulq2eoIYzC,0.709,0.84,11,-7.293,1,0.123,0.000388,0.467,0.157,0.0639,124.078,194516,4,29.06136,10,0,10
Paint the Town Red (2016),The Mahones,spotify:track:0mklfa245eKyeoukqbqjaZ,0.343,0.901,7,-5.51,1,0.0604,0.0152,0.00213,0.427,0.824,171.874,200013,4,26.7564,11,0,10
Nightrun - Comaduster Remix,Trifonic,spotify:track:7Ld52GLxKBEFuydXBQVcqF,0.515,0.8,8,-8.181,0,0.0365,0.00297,0.751,0.113,0.326,137.012,301314,4,42.91627,11,0,10
Lillebror,Danne Stråhed,spotify:track:140PEcBEs0v2NTRfpbcgl2,0.555,0.493,7,-7.032,1,0.0383,0.487,6.48e-06,0.0927,0.557,171.919,225120,4,52.01276,7,0,10
Black Metal,Destruction,spotify:track:0dJtXZmMaUGJhMAO8aWUdZ,0.364,0.974,2,-4.324,1,0.161,4.31e-05,0.00838,0.636,0.293,183.98,194369,4,42.64627,10,0,10
Telephone,Glee Cast,spotify:track:4W2GicHr49W6pjCPfKf8ih,0.729,0.805,5,-5.183,0,0.0329,0.00363,3.08e-06,0.11,0.749,122.021,222960,4,23.94983,12,1,10
Tonight (Best You Ever Had),John Legend Featuring Ludacris,spotify:track:17zF2ISrDrQdaULA8cxReK,0.693,0.813,7,-4.361,0,0.066,0.0496,0.0,0.289,0.515,90.008,239453,4,44.1389,10,1,10
Talk You Out Of It,Florida Georgia Line,spotify:track:4qQwGRtGT7l6ckQtdPEFd4,0.651,0.708,4,-4.791,1,0.0376,0.582,0.0,0.0796,0.558,119.964,202920,4,22.20114,9,1,10
Liar,Camila Cabello,spotify:track:7LzouaWGFCy4tkXDOOnEyM,0.74,0.498,11,-6.684,0,0.0456,0.0169,0.00282,0.319,0.652,98.016,207039,4,29.50855,10,1,10
No Comin' Back,The Palace Guards,spotify:track:5YFmiFtIWFpIjR1XFjleTM,0.469,0.528,5,-7.995,0,0.0322,0.116,0.00337,0.116,0.749,98.582,141507,4,16.83993,9,0,10
Impossible,Shontelle,spotify:track:45EDI3rk0f4cAMt9f8b56R,0.599,0.624,8,-3.631,1,0.0343,0.385,0.0,0.125,0.539,90.034,226533,4,35.11103,11,1,10
Back Up,DeJ Loaf Featuring Big Sean,spotify:track:0sr5LOMv4x0jmTYfe6oOvP,0.816,0.535,9,-8.302,1,0.338,0.147,4.53e-06,0.176,0.435,80.012,241267,4,22.84885,13,1,10
If Heaven Wasn't So Far Away,Justin Moore,spotify:track:0aW7CSfoMBKBzLE7VerHyn,0.374,0.657,11,-6.086,1,0.0325,0.0434,0.0,0.219,0.376,74.234,223280,4,40.16541,8,1,10
Slow Dancing In The Dark,Joji,spotify:track:0rKtyWc8bvkriBthvHKY8d,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,209274,4,26.40054,10,1,10
Killing Machine - Live,Living Death,spotify:track:5aQLHEG4gOcOvk4bXNU83R,0.109,0.975,11,-9.323,0,0.129,0.00583,1.06e-05,0.961,0.116,187.037,177747,4,82.34866,7,0,10
Shotgun Rider,Tim McGraw,spotify:track:3LbvNFkqDTrE1liGMmZBDL,0.468,0.904,7,-4.574,1,0.0494,0.126,3.89e-06,0.165,0.7,167.998,235387,4,23.4717,13,1,10
Estrellita,Red Garland,spotify:track:3O7WAvCq2hW9QLgXo5NcH5,0.392,0.0741,3,-22.341,1,0.0354,0.97,0.897,0.118,0.17,86.428,416800,4,18.96079,19,0,10
My Space - KiNK's Hardcore Mix,Kink,spotify:track:6KYBcluHApyaU0fMSpWvJr,0.652,0.634,5,-10.045,0,0.37,0.00202,0.825,0.121,0.448,75.125,322396,5,81.2699,11,0,10
Hindsight,Phil Woods,spotify:track:36Vwqyg0LO1q0aRfAuZkFU,0.432,0.185,8,-19.414,1,0.0338,0.829,0.134,0.112,0.0956,65.438,391240,4,26.13782,19,0,10
Tipsy (feat. RAYE),Odunsi (The Engine),spotify:track:5Wt7ngK753xBhSjb9lRfSR,0.746,0.671,8,-4.984,0,0.055,0.239,4.32e-06,0.327,0.677,90.014,208893,4,21.51249,11,0,10
Shine On,The House of Love,spotify:track:1VXvTWHLOlfvLaAO6ZVess,0.3,0.876,2,-4.713,1,0.048,0.121,0.657,0.17,0.312,134.185,200667,4,51.75413,9,0,10
Burn Out,Midland,spotify:track:7yrJnekdlwWARt5lmVqJ6L,0.671,0.724,7,-5.61,1,0.0244,0.292,0.0,0.231,0.801,99.976,188613,4,38.82762,7,1,10
Ready Or Not,Bridgit Mendler,spotify:track:5xvUgoVED1F4mBu8FL0HaW,0.715,0.872,2,-3.835,1,0.0509,0.00351,3.84e-05,0.107,0.748,93.043,200947,4,42.28039,10,1,10
The Light Is Coming,Ariana Grande Featuring Nicki Minaj,spotify:track:0mQVABspENyHvpVqRpnkxJ,0.762,0.882,7,-3.814,1,0.072,0.00339,0.000326,0.277,0.597,99.044,130072,4,52.6762,6,1,10
It's Not Unusual,Glee Cast,spotify:track:1kaVnEJOzERCdCKtQKGDUH,0.408,0.975,0,-4.339,1,0.137,0.0313,0.0,0.353,0.635,183.962,125267,4,71.73402,5,1,10
Instrumental Music for Dogs,Sleepy Dogs,spotify:track:0CgEOd5B3JSlKs6MHMDgJv,0.333,0.0783,9,-17.705,1,0.0405,0.99,0.913,0.112,0.0676,120.592,46133,3,20.47804,4,0,10
Defeated Clown,Hildur Guðnadóttir,spotify:track:2S2ASICVK0L1LtjaysKsel,0.202,0.238,7,-16.526,1,0.0338,0.727,0.938,0.126,0.0383,97.274,159267,3,46.13074,7,0,10
Freedom - Disco Dub,Waldeck,spotify:track:4ZG0ZDZqEfJb2V7LZOLd4R,0.968,0.605,1,-10.136,1,0.123,0.295,0.162,0.358,0.809,110.003,189914,4,26.78334,5,0,10
Didn’t I? (Guts Re-Edit),Guts,spotify:track:3XEo7aOlRzR5a8cF4yI5E8,0.788,0.463,5,-8.325,1,0.0495,0.115,0.857,0.096,0.672,78.008,235980,4,30.85192,11,0,10
Capsized,Andrew Bird,spotify:track:4PmmusUZytOhz4FRZnImCI,0.745,0.486,7,-9.79,1,0.0553,0.0622,0.000825,0.117,0.518,82.505,221213,4,36.30795,10,0,10
Funk Off,TANUKI,spotify:track:0ViebdMHmjBlWfGUXEAroI,0.637,0.928,1,-5.952,1,0.0912,0.0012,0.401,0.107,0.926,127.872,177136,4,39.67776,8,0,10
AKA...What A Life!,Noel Gallagher's High Flying Birds,spotify:track:5mljJfOTZR3nF4ExmRLTjv,0.447,0.927,6,-3.3,0,0.0508,0.000297,0.362,0.0972,0.104,119.034,264480,4,52.32101,6,0,10
Take Me To Church,Hozier,spotify:track:1CS7Sd1u5tWkstBhpssyjP,0.566,0.664,4,-5.303,0,0.0464,0.634,0.0,0.116,0.437,128.945,241693,4,56.97619,10,1,10
All Is Lost,Getter,spotify:track:0fodhzGqcK6GWuQ4nvWlLr,0.413,0.769,7,-4.405,0,0.0469,0.00762,0.00485,0.126,0.112,80.039,306000,4,54.81442,13,0,10
"Whoa (feat. Tyler, The Creator)",Earl Sweatshirt,spotify:track:1rW2nkUbmKD2MC22YrU8cX,0.541,0.748,2,-6.321,1,0.31,0.00141,3.1e-06,0.322,0.351,79.616,196427,4,57.25754,7,0,10
Glitter In The Air,P!nk,spotify:track:1M6dQ8MZQnYxjH8yZzswQt,0.511,0.255,5,-12.036,1,0.0283,0.897,0.000219,0.0994,0.296,99.901,227813,4,49.0424,9,1,10
Love On The Brain,Rihanna,spotify:track:5oO3drDxtziYU2H1X23ZIp,0.509,0.637,4,-4.83,0,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006,224000,3,25.44302,11,1,10
Golden Dandelions - Acoustic,Barns Courtney,spotify:track:3xM0s5GhoaSkOun1VSHx5z,0.566,0.588,7,-8.238,0,0.0335,0.31,0.0,0.145,0.547,139.694,202587,4,26.28785,9,0,10
Hallelujah - Piano Instrumental,Attila Fias,spotify:track:1ZmEmWC3ctDu2wCfeq9bWV,0.441,0.216,0,-18.742,1,0.0468,0.96,0.906,0.121,0.234,105.197,206505,4,30.1901,10,0,10
Booty Swing,Parov Stelar,spotify:track:3sMleqdCDalZ6xsAQe8xuY,0.85,0.669,0,-5.46,1,0.047,0.26,0.274,0.103,0.914,112.966,197507,4,47.74879,7,0,10
Metal Woman,I-Roy,spotify:track:21MaSl5JiDH1lpykqHv6wj,0.926,0.581,0,-6.576,1,0.0632,0.035,0.838,0.0626,0.93,137.164,221936,4,31.75108,10,0,10
Sex in Church,SadDoLLs,spotify:track:4wPMpan9nwaP6t71lKuRq7,0.571,0.942,5,-5.097,0,0.0521,0.0226,8.26e-06,0.167,0.534,130.004,209773,4,34.00359,10,0,10
Gas Pedal,Sage The Gemini Featuring IamSu!,spotify:track:1UMKquW1olreYO1LlLmTqi,0.843,0.538,1,-8.028,1,0.0833,0.0273,0.0,0.124,0.428,97.49,208160,4,20.47172,12,1,10
Kiss,Prince And The Revolution,spotify:track:62LJFaYihsdVrrkgUOJC05,0.898,0.271,7,-12.238,1,0.091,0.0135,0.00138,0.0461,0.742,111.485,226240,4,37.0041,13,1,10
Circus,Cat's Eyes,spotify:track:7HHHhyLpM1qewVAvCHfkYD,0.622,0.919,9,-6.172,0,0.043,0.41,0.0,0.184,0.901,105.365,150507,4,47.64906,8,0,10
Thin Line - Prod. By Pete Rock,Reks,spotify:track:6bsrEQYJQh9k2o3vvZUR3H,0.628,0.858,2,-6.87,1,0.287,0.0149,0.0,0.413,0.409,92.587,202379,4,56.7005,12,0,10
"Dark Roots of Earth - Live @ Paramount Theatre, Huntington, New York",Testament,spotify:track:45hgpqg8Xc352yLdnjZ4IX,0.203,0.947,11,-7.917,1,0.0775,6.74e-06,0.027,0.909,0.227,116.325,341080,4,58.09455,14,0,10
Back,Joey Trap,spotify:track:6xax2Pe2wF6cx5gxfBzBxI,0.923,0.482,1,-10.12,0,0.0599,0.0626,7.99e-06,0.0972,0.482,130.041,177000,4,30.05512,10,0,10
Eating the Visions of God,Job For A Cowboy,spotify:track:3tAt1uURxITozGrD2FgWC4,0.428,0.966,2,-4.348,1,0.114,0.00081,0.485,0.437,0.135,135.026,390347,4,158.22827,11,0,10
Love is the Answer - Giuseppe D. Radio Edit,Ray Guell,spotify:track:66eXrcctNwXGKtgInOHe1V,0.604,0.964,11,-4.942,1,0.0314,0.0449,0.0267,0.362,0.961,127.976,225253,4,45.49873,8,0,10
Take Care,Drake Featuring Rihanna,spotify:track:047fCsbO4NdmwCBn8pcUXl,0.492,0.26,9,-17.341,0,0.0921,0.646,0.00178,0.0705,0.312,111.519,347227,5,28.64767,11,1,10
Rule The World,2 Chainz Featuring Ariana Grande,spotify:track:1R6VwZ8TuHRzxZUxe88n4I,0.592,0.584,8,-6.232,0,0.0893,0.158,2.63e-06,0.132,0.447,88.073,245893,4,45.15967,9,1,10
Make It Rain,Ed Sheeran,spotify:track:5puU24G3lHVsUXPAWW2ZpV,0.618,0.239,8,-8.371,0,0.0274,0.791,0.0,0.1,0.327,96.846,404480,3,44.75763,18,1,10
6 Foot 7 Foot,Lil Wayne Featuring Cory Gunz,spotify:track:0z5ZPs57J2KERwM1tBM2GF,0.365,0.751,2,-5.429,1,0.304,0.000707,0.0,0.318,0.604,79.119,248587,4,28.20091,13,1,10
The One That Got Away,Katy Perry,spotify:track:3oL3XRtkP1WVbMxf7dtTdu,0.687,0.792,1,-4.023,0,0.0353,0.000802,0.0,0.2,0.864,133.962,227333,4,31.54783,10,1,10
Prikkebeen,Boudewijn de Groot,spotify:track:7qHuC8Hvc7yWbuCeueh0SR,0.568,0.517,11,-10.651,1,0.0285,0.0503,1.57e-05,0.125,0.33,109.059,251853,4,35.79782,11,0,10
Live While We're Young,One Direction,spotify:track:6aGjEZ7kq3YXgD0EDt80O5,0.658,0.837,2,-2.063,1,0.0543,0.0629,0.0,0.0969,0.936,126.015,200187,4,24.05541,10,1,10
Symbolic,Death,spotify:track:1mky5yS3UEpwpRkdFQhYMj,0.364,0.982,6,-7.034,0,0.195,6.65e-05,0.0124,0.163,0.127,113.772,392800,4,27.75269,19,0,10
Chu Chu Rock It!,Voia,spotify:track:0ZhUUDYLxxptCjIEj2lgMf,0.734,0.785,1,-3.032,1,0.0561,0.0121,0.31,0.218,0.387,119.99,258750,4,27.5096,12,0,10
Show Me,Kid Ink Featuring Chris Brown,spotify:track:4q6dqyGM25sKFU8nYAGRe4,0.711,0.508,7,-7.299,1,0.0494,0.0354,0.0,0.141,0.665,98.098,217800,4,59.21687,9,1,10
Ain't Nothing To It,Marionette,spotify:track:7exYruFYoufMVu4RZboqvk,0.167,0.702,9,-14.238,0,0.0429,3.64e-06,8.92e-05,0.26,0.618,181.632,166554,4,47.69758,8,0,10
Let It Be,Terry McDermott,spotify:track:2fWICX9qjREvP8caDxrJMz,0.475,0.597,0,-6.299,1,0.0305,0.0114,0.0,0.199,0.398,142.024,234520,4,38.05867,11,1,10
Reggae (Live Bootleg),No Bros,spotify:track:1i3CEoe1cVzTnjRbTgcA5X,0.347,0.94,9,-8.666,1,0.0379,0.531,0.211,0.645,0.539,98.074,224933,4,29.35553,16,0,10
Partita: I. Vivace,John Rutter,spotify:track:5kXlFhYQVHYqma7GaPp83Z,0.347,0.245,4,-14.565,0,0.0352,0.977,0.842,0.086,0.125,133.012,457000,4,42.79608,26,0,10
Extremely Loud and Incredibly Close,Alexandre Desplat,spotify:track:4FnK3GEuekjYXavXPIGlmQ,0.474,0.0118,9,-31.108,0,0.0318,0.991,0.891,0.0622,0.0656,79.1,117673,3,41.11515,4,0,10
Love You Too Late,Cole Swindell,spotify:track:52MNypbTWiwybwzhXvsPk5,0.542,0.797,9,-4.45,0,0.0379,0.00111,0.0,0.0906,0.593,113.95,204720,4,33.8332,8,1,10
Better Than I Used To Be,Tim McGraw,spotify:track:0MT21PlGXvd67TNk3ski6c,0.452,0.566,5,-5.964,1,0.0292,0.175,1.24e-05,0.0888,0.407,138.154,201000,4,34.45532,9,1,10
Whole Lotta Love (feat. Youn Sun Nah),Nguyên Lê,spotify:track:0EuiU1ut3A26ODKCJUifDH,0.591,0.887,9,-6.034,1,0.124,0.441,0.00213,0.302,0.715,154.923,317480,5,17.28508,15,0,10
Falling Down,Lil Peep & XXXTENTACION,spotify:track:4jvjzW7Hm0yK4LvvE0Paz9,0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,196400,4,32.88226,5,1,10
Closer To The Edge,Thirty Seconds To Mars,spotify:track:0UZwcRQAk4QR09HtGRZhYC,0.502,0.948,6,-3.717,1,0.121,0.0099,4.54e-06,0.0809,0.102,139.979,273467,4,58.27549,10,1,10
Little Saint Nick,Hollyridge Strings,spotify:track:68KPBzJ5yYH0sePX2SprOA,0.427,0.431,0,-8.124,1,0.0284,0.705,0.917,0.248,0.505,139.962,133667,4,32.60798,8,0,10
Criminal,Natti Natasha x Ozuna,spotify:track:6Za3190Sbw39BBC77WSS1C,0.814,0.813,2,-3.023,0,0.0561,0.03,9.33e-05,0.255,0.839,79.997,232550,4,25.51551,12,1,10
殉葬,窒息,spotify:track:59EQTv5MhswmaBTp7RqAad,0.513,0.967,0,-3.526,0,0.0855,0.0114,0.00266,0.0458,0.243,100.04,320720,3,23.70242,14,0,10
Moog Lust,Dj Spinna,spotify:track:7wGirTHoe2NLPlB5mTSHBZ,0.755,0.896,5,-4.817,1,0.0392,0.0601,0.804,0.105,0.68,91.949,210777,4,22.83136,12,0,10
Rushing Back,Flume,spotify:track:2zoNNEAyPK2OGDfajardlY,0.574,0.612,0,-4.741,1,0.0781,0.357,0.0,0.158,0.368,136.046,231663,3,57.43997,11,0,10
One Of Those Nights,Tim McGraw,spotify:track:3ZHjQSfJ46zjFbt79MAqD2,0.525,0.776,7,-5.598,1,0.0321,0.0114,0.0,0.117,0.413,127.046,236520,4,25.0821,11,1,10
Piece By Piece,Kelly Clarkson,spotify:track:3KbFtYPyVP6C7BQVgH2cCf,0.561,0.245,1,-6.372,1,0.0344,0.904,0.0,0.0933,0.402,109.558,212280,4,38.94547,11,1,10
I Don't Like,Chief Keef Featuring Lil Reese,spotify:track:2ikkgfIIM9kGKZCXzXnTpj,0.742,0.844,2,-4.622,1,0.0479,0.000634,0.0,0.0659,0.416,131.986,293840,4,29.77687,9,1,10
Real Hip Hop (feat. Black Milk & Elzhi),"Royce Da 5'9""",spotify:track:5QKGIPLDCcd28qpE1lYDpm,0.658,0.747,11,-5.396,0,0.31,0.127,0.0,0.722,0.418,90.866,151313,4,36.01043,7,0,10
Cecilia And The Satellite,Andrew McMahon In The Wilderness,spotify:track:1MSM3Fo2fvnwVqMcz8Jhjq,0.381,0.844,5,-7.123,1,0.144,0.0131,0.0,0.318,0.239,194.0,223880,4,22.54234,11,1,10
Dead Cat Bounce,The Black,spotify:track:2BCZvRPTFtJpYMONbA0o43,0.436,0.948,1,-5.87,1,0.0508,3.41e-05,0.0594,0.277,0.387,133.113,285387,4,22.78719,15,0,10
Peter Pan,Kelsea Ballerini,spotify:track:2wqXQjOmQ9KoBm9Ssgt4Fo,0.514,0.659,1,-6.142,1,0.0309,0.0284,0.0,0.266,0.463,76.483,200040,4,28.2607,9,1,10
All This Time,Deorro,spotify:track:3zGpHUsSZ0xLRdDlbWbv5G,0.66,0.857,2,-5.219,1,0.321,0.167,1.36e-05,0.119,0.233,130.069,225160,4,29.3089,13,0,10
Shake It Out,Florence + The Machine,spotify:track:4lY95OMGb9WxP6IYut64ir,0.527,0.804,10,-4.168,1,0.0358,0.0104,0.0,0.105,0.221,107.486,277720,4,72.25378,9,1,10
Bullets In The Gun,Toby Keith,spotify:track:26bRcXA9qmivWYTPocMlfT,0.61,0.761,9,-6.022,1,0.0627,0.339,1.88e-05,0.0839,0.433,120.017,256613,4,22.30205,11,1,10
Hear Me Calling,Juice WRLD,spotify:track:13ZyrkCDmRz5xY3seuAWYk,0.699,0.687,7,-3.997,0,0.106,0.308,3.63e-05,0.121,0.499,88.932,189977,4,33.77431,9,1,10
Acédie,Nocturnal Depression,spotify:track:0b8jaIGOtGM3rWFTTh7VmP,0.155,0.827,5,-3.502,1,0.0522,1.28e-05,0.478,0.38,0.297,139.896,458710,4,63.70087,17,0,10
Once There Were Dragons,John Powell,spotify:track:3H4bCkngAaTh279khVoV5p,0.0872,0.292,9,-17.562,0,0.0411,0.577,0.8,0.109,0.0937,72.483,345063,4,53.80803,11,0,10
The Scarecrow (Live) - Recorded @ Wacken & Masters of Rock,Avantasia,spotify:track:6fBzf1S2DMcajjRSS7aJSg,0.228,0.955,11,-5.447,0,0.102,0.00231,0.000348,0.959,0.123,95.796,713178,4,23.02292,28,0,10
A Hole In the Bucket - Live,Harry Belafonte,spotify:track:0B3SMXLximJvHXUSKsB75A,0.407,0.122,5,-22.966,1,0.503,0.705,0.0,0.964,0.674,190.583,269933,3,35.40766,14,0,10
Airglow,Efence,spotify:track:0htBZY6Vii4sbeu6vXrUMe,0.639,0.646,7,-11.082,1,0.041,0.0516,0.791,0.106,0.387,89.997,221333,4,62.49731,6,0,10
Drunk Girl,Chris Janson,spotify:track:1kFBLqkTuNKlspkJ1EOGjN,0.485,0.306,0,-8.431,1,0.0409,0.794,0.0,0.122,0.224,203.729,207267,4,28.44775,11,1,10
Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,spotify:track:0QIjsbm2fh1cJ45XO9eGqq,0.8,0.578,4,-5.144,0,0.0485,0.00381,0.0,0.359,0.367,143.01,204665,4,41.06773,8,1,10
My Eyes,Blake Shelton Featuring Gwen Sebastian,spotify:track:7kB1UXxStzSa78NdiexiIS,0.453,0.587,4,-7.584,1,0.0406,0.475,0.0,0.109,0.625,145.334,190213,4,39.27697,11,1,10
Leg Over,Mr Eazi,spotify:track:0K3ESegCtpUnQ2XB2d3bHt,0.601,0.681,9,-5.171,1,0.324,0.58,0.0,0.0934,0.546,98.078,197973,4,108.24424,6,0,10
Beautiful Day,Lee DeWyze,spotify:track:2uLNwZvdN7lOvlqT9ebjkB,0.483,0.79,0,-4.872,1,0.0517,0.0198,3.14e-05,0.143,0.29,135.121,237520,4,57.78129,9,1,10
Lalala,Y2K & bbno$,spotify:track:51Fjme0JiitpyXKuyQiCDo,0.843,0.391,2,-7.899,1,0.0845,0.181,0.0,0.137,0.496,129.972,160627,4,38.32205,8,1,10
Just For A Day - Sunday,TM Juke,spotify:track:1AqbdBSPEvZXTryWf6BkFP,0.579,0.432,1,-11.082,0,0.0339,0.0805,0.434,0.0727,0.417,77.033,272000,4,32.16969,11,0,10
