,track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,hit,era,spotify_explicit,spotify_track_number,spotify_release_date,spotify_disc_number,spotify_album_total_tracks,spotify_album_type,spotify_album_uri,spotify_artist_count,spotify_track_type,spotify_num_markets
9136,Let Me Be The Clock,Smokey Robinson,spotify:track:6XljaLDO81KTEY3YhOQsuB,0.463,0.493,9,-8.785,1,0.0295,0.402,2.77e-06,0.087,0.594,162.017,315813,4,37.45226,12,1,80,False,1,1980-01-01,disc_number,8,album,spotify:album:0OAlaTBmQv8zhGiTpakliE,1,track,177
9137,Among Fields Of Crystal - 2004 Digital Remaster,Brian Eno,spotify:track:1Z2OQ4XtLwrhQKGS9BA4wi,0.223,0.00717,1,-31.759,1,0.0424,0.991,0.876,0.167,0.035,67.282,204680,4,29.83091,12,0,80,False,8,1980,disc_number,10,album,spotify:album:5ma9r5NFV0poevmydI2qgO,2,track,178
9138,Jahan Teri Yeh Nazar Hai - Kaalia / Soundtrack Version,Kishore Kumar,spotify:track:6RY2fEKYTORAsKKpbky5Qt,0.447,0.589,8,-9.435,1,0.0763,0.498,0.000458,0.0822,0.963,174.125,327080,3,39.40058,11,0,80,False,1,1981-01-01,disc_number,11,compilation,spotify:album:3uVcRjvmtAJZn72jotnfM1,1,track,65
9139,Tiempos Metalicos,V8,spotify:track:4T2kryjqmT3TRJhcni4OaK,0.338,0.979,0,-4.677,1,0.252,0.0275,0.000102,0.1,0.237,148.994,150933,4,42.13747,8,0,80,False,5,1983-04-10,disc_number,9,album,spotify:album:4KDgm8j9XKonRf5S3aQfQE,1,track,178
9140,Encore et encore - Remastered,Francis Cabrel,spotify:track:2KzUa9x2TNzHVsx4sVuHsx,0.7,0.794,8,-8.191,1,0.0484,0.479,0.00028,0.0921,0.858,164.287,273680,4,29.04946,11,0,80,False,6,1985,disc_number,10,album,spotify:album:6Mhp0Fb0RoraaLNZ0fFRwR,1,track,178
9141,Flavia Theme - Variationen Über Ein Thema Von J.S. Bach,Irmin Schmidt,spotify:track:7vgSE4j1wfs1Xcg82pB4FL,0.348,0.0291,11,-20.879,1,0.0399,0.447,0.00722,0.0731,0.04,61.694,93027,3,47.66423,5,0,80,False,1,1980-01-01,disc_number,31,album,spotify:album:6qa0Xobpb1TcMhOKrRPOIn,1,track,2
9142,Lies,Thompson Twins,spotify:track:63izWYS0oqd4kTZU2W0CON,0.822,0.962,7,-5.29,0,0.0492,0.076,0.00729,0.351,0.965,131.443,191467,4,62.22071,9,1,80,False,2,2003-01-01,disc_number,12,compilation,spotify:album:75zWIrsvOFHi2l4NmNatto,1,track,161
9143,Thunderstorm by the Waterfall,Nataural,spotify:track:4978uNV0UTQx6nqTeZ7i9t,0.125,0.673,1,-15.758,1,0.0793,0.00267,0.884,0.787,0.0242,84.743,128894,4,37.39985,7,0,80,False,18,1988-05-12,disc_number,33,album,spotify:album:5q5GnOxfkHgL7xuMLCGN4v,1,track,167
9144,Just Like Honey,The Jesus and Mary Chain,spotify:track:1LwP9g1Hjbs64jXM2Qsxry,0.341,0.552,8,-10.503,1,0.0423,8.02e-05,0.616,0.0591,0.486,121.361,182493,4,76.11093,5,0,80,False,1,1985-11-18,disc_number,27,album,spotify:album:2t1hVEwp82QebO7lq21Vto,1,track,178
9145,A Girl In Trouble (Is A Temporary Thing),Romeo Void,spotify:track:6825ujIyyrnHiXOzTVlWFG,0.683,0.722,0,-11.77,0,0.0322,0.117,0.392,0.158,0.879,130.581,257333,4,31.66474,14,1,80,False,7,1981,disc_number,15,album,spotify:album:4prH6wEaDxG4lo02BaXbkG,1,track,178
9146,Mony Mony,Billy Idol,spotify:track:3GfGTJ2xzC0rqKgdjNJLOC,0.701,0.758,1,-5.568,1,0.0405,0.004,0.0,0.13,0.344,135.188,300213,4,48.5157,14,1,80,False,11,2008-01-01,disc_number,18,compilation,spotify:album:0dvStBuexp9Chq1hg3Yjes,1,track,178
9147,Heartbeat,Don Johnson,spotify:track:01xc0Rvv19F2p2wno0KUF4,0.623,0.685,6,-11.515,0,0.0368,0.0201,6.38e-06,0.322,0.782,110.045,260333,4,19.8295,11,1,80,False,1,1986-09-30,disc_number,10,album,spotify:album:4MVM3ivQjSxE4YZZJhF7rg,1,track,153
9148,Tryin' To Live My Life Without You,Bob Seger,spotify:track:30XMQl7w3JozUbN6JVpk2Q,0.513,0.904,2,-3.524,1,0.0499,0.0181,0.0,0.964,0.772,104.767,240107,4,47.61142,11,1,80,False,2,1981-09-05,disc_number,17,album,spotify:album:3IopzrrHrPPzEEp28YtP35,1,track,178
9149,I Will Be There,Glass Tiger,spotify:track:3A2oK3K75xAtvSmm9Tsli2,0.514,0.846,4,-9.807,1,0.0394,0.376,2.45e-06,0.0588,0.588,123.724,209000,4,49.33215,8,1,80,False,4,1993-01-01,disc_number,17,compilation,spotify:album:6mOJn5irB4sxCmJfJM0GHL,1,track,178
9150,Echo Police,The Legendary Pink Dots,spotify:track:0RNwlFhkeWDiRjB4FrBmNd,0.521,0.443,10,-15.994,0,0.0478,0.0135,0.549,0.153,0.273,199.627,288733,4,39.76416,13,0,80,False,1,1985,disc_number,15,album,spotify:album:46XQEhn7LZguwIKwHkbDpO,1,track,177
9151,Red Red Wine,UB40,spotify:track:4uOKFydzAejjSFqYbv1XPt,0.857,0.468,1,-8.53,1,0.0476,0.00414,1.32e-05,0.269,0.843,89.119,183733,4,50.15551,10,1,80,False,5,2000,disc_number,18,compilation,spotify:album:05owfigVGpgPe7RKJG1hum,1,track,178
9152,The End Of The Innocence,Don Henley,spotify:track:3NWcFiL6oCEagrFiTdDr1m,0.623,0.425,8,-13.045,1,0.0291,0.306,8.65e-05,0.108,0.392,116.593,315307,4,26.98531,12,1,80,False,1,1989-01-01,disc_number,10,album,spotify:album:12lDqJuZIqMk6DNe1fInFl,1,track,3
9153,Please Don't Go Girl,New Kids On The Block,spotify:track:3uWDev1JIiPQgH6FRX5HyM,0.661,0.598,3,-6.967,1,0.0359,0.187,0.0,0.0605,0.653,151.538,247227,4,29.47468,14,1,80,False,6,1986,disc_number,10,compilation,spotify:album:5Yi98LbkOFhKe1QLaADfSm,1,track,178
9154,Rasna Nis Din Bhaj Hari Naa,Anup Jalota,spotify:track:6wmUbVCi1qtpXXhAAs4Bgu,0.456,0.572,2,-8.164,1,0.0356,0.675,0.0,0.148,0.645,91.185,308973,4,23.58301,14,0,80,False,2,1982-01-01,disc_number,8,album,spotify:album:33MXvmJKhTkP4LV5V9YGVL,1,track,134
9155,Spirit of Peace: Spirit of Peace: I. Part I. II. Part II. III. Part III,Florian Fricke,spotify:track:17dY6hUMq7EUXJyQTABM5y,0.551,0.00489,2,-29.633,0,0.0597,0.995,0.939,0.105,0.46,135.329,214627,3,108.88142,8,0,80,False,4,1983-01-01,disc_number,4,album,spotify:album:3Gy1uwjNC27IwWZANY2YxO,1,track,178
9156,Enterprise,Andy Clark,spotify:track:0N4764LInSzNq3UxRWTUws,0.438,0.443,0,-12.929,1,0.0438,0.125,0.619,0.0674,0.16,166.289,161576,4,25.84367,10,0,80,False,6,1982-01-01,disc_number,16,album,spotify:album:6QpOP4JHm9z8ehGxSwVMgx,1,track,172
9157,We Got The Beat,The Go-Go's,spotify:track:5kz9GDBTX846OXwqWoyKzF,0.587,0.994,2,-5.61,1,0.045,0.155,0.0734,0.0319,0.481,151.941,153133,4,38.95905,8,0,80,False,6,1981-01-01,disc_number,11,album,spotify:album:1L4HE00En7eNK74voVZums,1,track,178
9158,Hunters Of The Night,Mr. Mister,spotify:track:04ePIeMAhtRjpeq3CCwyh5,0.526,0.524,2,-12.129,1,0.0306,0.0272,0.000201,0.345,0.886,163.615,310093,4,26.02096,16,1,80,False,1,1984-03-27,disc_number,10,album,spotify:album:1ZO4YD1CdNTAaUbN5RziW6,1,track,178
9159,A Girl Called Johnny - 2002 Remaster,The Waterboys,spotify:track:2EF94Cbk5QW28tY95e1DtW,0.562,0.947,9,-3.948,0,0.0681,0.396,0.0,0.164,0.569,132.857,237200,4,29.32325,12,0,80,False,2,1983-01-01,disc_number,15,album,spotify:album:6eXEKcDRtCxrpv0V8RbXga,1,track,178
9160,Laila O Laila - Qurbani / Soundtrack Version,Kanchan,spotify:track:05oQXL5mtuktNigwBOGs6y,0.662,0.537,7,-9.428,0,0.0632,0.0826,0.00155,0.0843,0.777,132.572,271600,4,33.88297,13,0,80,False,5,1980-01-01,disc_number,7,compilation,spotify:album:5XUhA9v9BBihWJBwTq2ZKs,2,track,135
9161,The Sick Bed of Cuchulainn,The Pogues,spotify:track:7wSco4c7DSaTvcrryRmy6S,0.546,0.918,5,-9.237,1,0.0762,0.0971,1.11e-06,0.25,0.355,140.409,180346,3,36.53879,8,0,80,True,1,1985,disc_number,18,album,spotify:album:2wRH4pcI8TIQFCK1MeByWO,1,track,178
9162,Hoy Puede Ser un Gran Dia,Joan Manuel Serrat,spotify:track:5YxgSArh0FDP0CEDuZcYnC,0.521,0.79,7,-3.832,1,0.241,0.461,0.0,0.328,0.915,96.889,130667,4,79.8669,7,0,80,False,9,1981,disc_number,9,album,spotify:album:2OlJAOxMhMBR7wfS5CkfwJ,1,track,156
9163,Rock Wit'cha,Bobby Brown,spotify:track:7BVMXNnQSswMX8IJeZUb5T,0.685,0.547,11,-12.417,0,0.0487,0.0306,1.05e-05,0.0694,0.909,77.509,289533,4,56.93602,12,1,80,False,5,1988-01-01,disc_number,11,album,spotify:album:44w4sVYJVQzhH2dN3IwyIK,1,track,178
9164,The Crocodile 3/8 Bourree (Arr. Eaton),Nigel Eaton,spotify:track:2mT5F7FtRU45nm3MHHZ1tr,0.268,0.313,6,-14.731,1,0.0401,0.143,0.767,0.0941,0.242,127.567,165667,3,25.23582,7,0,80,False,2,1988-01-01,disc_number,14,album,spotify:album:4qpR8DJztEYOin4bkf5mq4,1,track,177
9165,La Última Copa,Bronco,spotify:track:0Hzm4XQnhbzgbb1ad4sAVx,0.507,0.504,5,-8.976,0,0.045,0.546,0.0,0.191,0.962,204.226,174013,4,33.986,9,0,80,False,10,1985,disc_number,12,album,spotify:album:1sk1X49mukrl5sFPjCtk1y,1,track,178
9166,Such A Shame,Talk Talk,spotify:track:35JhxrwW2bBAiMcnrmuLEN,0.637,0.657,2,-8.28,1,0.0473,0.0456,0.00611,0.048,0.101,114.311,335533,4,62.69564,13,1,80,False,2,1984,disc_number,9,album,spotify:album:152Hw6E0tNz3EQNq9c1CDf,1,track,178
9167,Midnight On The Water,Harvey Reid,spotify:track:4oP2VHROqdoyuwqi0SA7rT,0.339,0.187,0,-12.597,1,0.0399,0.846,0.732,0.13,0.0788,83.778,252480,3,42.45683,16,0,80,False,8,1988,disc_number,17,album,spotify:album:6LFycv1Cd8i6dk65rqxsXt,1,track,178
9168,Let It Grow,Pianosaurus,spotify:track:0OyMvNyDehsDD5fIIoQAol,0.473,0.882,2,-11.797,1,0.0749,0.361,0.000889,0.762,0.802,153.851,156960,4,30.70218,8,0,80,False,10,1987-01-01,disc_number,17,album,spotify:album:0ljKurihrcEa31D4f7BgX1,1,track,178
9169,Cruel Crazy Beautiful World,Johnny Clegg,spotify:track:1Xl1ath9lb6xwPwkzuXfVS,0.785,0.878,0,-8.976,1,0.0356,0.0546,0.00376,0.0503,0.917,115.214,264933,4,42.61516,9,0,80,False,2,1989,disc_number,11,album,spotify:album:3efym1qVbZHRRZ4EtPUreC,2,track,176
9170,Half The Way,Crystal Gayle,spotify:track:1IctdvqYfQiSkMW8A0uDpN,0.636,0.622,9,-5.348,1,0.028,0.641,0.0,0.0995,0.599,116.332,242573,4,26.26608,11,1,80,False,15,2007-01-01,disc_number,24,album,spotify:album:5aimlnSDRmHRGfVReDwLqa,1,track,178
9171,Stand Back,Stevie Nicks,spotify:track:6sleEAnBH0sZMe0pOQNidG,0.638,0.783,11,-9.455,0,0.0435,0.00736,0.0447,0.0381,0.637,115.269,297093,4,22.18523,12,1,80,False,5,1991-08-30,disc_number,14,compilation,spotify:album:2zLZzOfiwQ4hnPCu2gVtKB,1,track,178
9172,Underwater Twilight,Tangerine Dream,spotify:track:7vEcYuuG00dRKKzLXySBO4,0.365,0.476,2,-13.664,0,0.0442,0.713,0.907,0.208,0.119,119.941,351200,4,83.06389,12,0,80,False,6,1986-08-01,disc_number,6,album,spotify:album:5qOlQPkMCnEIOvydS2Ckmd,1,track,0
9173,In Praise Of Christmas,Loreena McKennitt,spotify:track:2eiasotsypY7dBfjLf6Avm,0.212,0.117,0,-12.801,0,0.0427,0.91,3.58e-06,0.0789,0.107,80.834,366320,4,50.90583,19,0,80,False,1,1987-01-11,disc_number,10,album,spotify:album:5ojpVqvJukB7Bz9qN5Jyn6,1,track,1
9174,99 Luftballons,Nena,spotify:track:4ZhPLoMzZwewHLLjV1J15c,0.575,0.555,4,-7.495,1,0.0453,0.103,1.3e-06,0.111,0.504,95.361,232467,4,31.35187,10,1,80,False,6,1983-09-23,disc_number,12,album,spotify:album:78hVLZZJhaXgrnfXKc6yxF,1,track,177
9175,Forever Young,Rod Stewart,spotify:track:6y4OjcEz7LMrdVGODrcAIv,0.602,0.493,4,-17.899,1,0.0279,0.0934,0.00251,0.28,0.505,101.941,248000,4,18.43768,12,1,80,False,4,1988,disc_number,11,album,spotify:album:7uXp5EK8wCqWTpUXaiNcVy,1,track,178
9176,Brise,Roedelius,spotify:track:7FTiIJGn55jVVZyx93X7jb,0.236,0.0755,4,-25.027,0,0.0335,0.994,0.934,0.103,0.0857,69.973,172733,4,31.84126,8,0,80,False,1,1986,disc_number,6,album,spotify:album:4HNCIdWwCMZ3FlJHRacc9S,1,track,177
9177,How Much Love,Survivor,spotify:track:2Br1qzf8rH7LIvAzohfW4A,0.562,0.836,7,-8.73,1,0.0398,0.204,5.67e-06,0.0867,0.74,129.211,237200,4,46.14623,10,1,80,False,1,1986-01-01,disc_number,10,album,spotify:album:6Tl2FvcUsmqPyZ7bcjmgkr,1,track,103
9178,I Think We're Alone Now,Tiffany,spotify:track:4uvjOKsp7mSjrDhWdkLPBY,0.752,0.723,7,-12.126,1,0.0507,0.025,0.00354,0.0212,0.94,130.519,228840,4,19.23605,9,1,80,False,9,1987-01-01,disc_number,10,album,spotify:album:0ORrRtBqjERyBBZWSsSw9C,1,track,178
9179,A Cara o Cruz,Radio Futura,spotify:track:6gyagQouotKjEoGQVi1e7d,0.716,0.845,7,-8.378,1,0.029,0.136,6.08e-05,0.103,0.967,133.959,337840,4,29.5866,17,0,80,False,3,1984,disc_number,62,album,spotify:album:7jQpgqGu7K5xj7ml8pw3R1,1,track,178
9180,Heaven Knows,When In Rome,spotify:track:1CS1uStCJCkWuAdDuauAxA,0.689,0.793,5,-10.562,1,0.0363,0.042,0.0062,0.302,0.911,119.873,236733,4,36.4512,11,1,80,False,2,1988-01-01,disc_number,10,album,spotify:album:3kt903x5U5IWJlwHyE481x,1,track,177
9181,Fly Away,Blackfoot,spotify:track:5TN7RTbTATxPfhQLsZv92R,0.558,0.781,0,-8.799,1,0.0543,0.113,0.0,0.535,0.806,135.018,177827,4,22.79479,7,1,80,False,5,1981,disc_number,9,album,spotify:album:7j0wSeUKj4rz2Surh5ICdN,1,track,178
9182,Get It On,Kingdom Come,spotify:track:2RhBpEgfPbuxciijmxYNTp,0.418,0.701,7,-13.222,1,0.0431,0.00809,0.000157,0.347,0.499,79.022,261596,4,88.07385,8,1,80,False,6,1988-01-01,disc_number,10,album,spotify:album:4tgiJxO6vfa3pF46IO9w2n,1,track,54
9183,John Jani Janardhan - From 'Naseeb' / Soundtrack Version,Mohammed Rafi,spotify:track:4uAusgy2SGIDgjaghvUJfK,0.522,0.834,9,-8.8,0,0.0348,0.215,2.28e-05,0.482,0.77,94.289,346893,4,61.28823,14,0,80,False,1,1981-01-01,disc_number,6,compilation,spotify:album:7uX9ELrmSUuEe3ce7RKT7B,1,track,64
9184,Yo Te Quiero Libre,Silvio Rodríguez,spotify:track:09KIprhBd2NYdI17dRqfQP,0.678,0.259,5,-17.091,1,0.0342,0.24,6.34e-06,0.139,0.519,131.215,201238,4,48.59787,9,0,80,False,4,1984-01-01,disc_number,9,album,spotify:album:4JDaIAb4mjxzxvVnxqa1Re,1,track,178
9185,"A Symphony, New England Holidays: II. Decoration Day",Charles Ives,spotify:track:1zzRzD5lUllDHYGB33kmwE,0.173,0.0359,7,-24.43,1,0.0434,0.752,0.527,0.2,0.0338,120.197,596893,4,82.0686,26,0,80,False,2,1988-06-07,disc_number,7,album,spotify:album:7izyBB6U3Nu0DTebIrLhGa,3,track,177
9186,Meditation,João Gilberto,spotify:track:4hwUwNIsyx5jh2JneqrOUC,0.512,0.059,4,-29.168,0,0.0542,0.931,0.704,0.949,0.333,142.005,240293,4,37.03829,13,0,80,False,13,1987-01-01,disc_number,15,compilation,spotify:album:0inacsUfragFraqujn18U2,1,track,0
9187,Synchronicity II,The Police,spotify:track:5ynO8cYFjDwELIZfFHHeYe,0.414,0.851,2,-8.714,1,0.0413,0.0675,0.0047,0.333,0.567,158.907,300467,4,41.25735,15,1,80,False,6,1983-06-17,disc_number,11,album,spotify:album:5W9OT0a5iZlBr83a9WMKFY,1,track,178
9188,And The Cradle Will Rock...,Van Halen,spotify:track:4MM0jT9z9m7VFiusFrGJ8C,0.509,0.928,2,-5.833,1,0.0329,0.189,1.41e-06,0.269,0.736,107.921,213150,4,21.28367,11,1,80,False,1,1980-03-26,disc_number,9,album,spotify:album:7fRy246Xzz3gez6stjTgKk,1,track,164
9189,Still,Commodores,spotify:track:2LdtluFBgL8cuSo9nkvJ57,0.355,0.0629,1,-19.544,1,0.0338,0.899,0.000631,0.0975,0.203,124.422,224867,4,57.82287,8,1,80,False,6,1985,disc_number,14,compilation,spotify:album:5ZsWgDWvZ2luAHlczO8h2o,1,track,178
9190,Do Or Die,Chris & Cosey,spotify:track:1qphDNxSIOirvVYBhFfPxt,0.673,0.34,7,-20.751,1,0.033,0.254,0.773,0.157,0.392,100.992,227333,4,34.56708,12,0,80,False,9,1985-12-31,disc_number,10,album,spotify:album:5d9uxtsGVloKHNGaQBB5sA,1,track,177
9191,Treat Me Right,Pat Benatar,spotify:track:1s0OQOEwJiCybX4adE63Tf,0.583,0.641,2,-9.39,0,0.0334,0.107,1.31e-06,0.0606,0.436,135.013,205600,4,47.25097,9,1,80,False,1,1980-08-05,disc_number,10,album,spotify:album:7HlWbMlmhASeeZ61ZiHpWJ,1,track,178
9192,Nine While Nine,Sisters of Mercy,spotify:track:2wJ2oinGR4C23su7ZeqVdT,0.655,0.663,0,-11.974,1,0.0392,0.0683,0.000214,0.29,0.796,127.717,250467,4,16.85916,13,0,80,False,8,1985-01-01,disc_number,18,album,spotify:album:0m2z3FmoowUGY4Gwu9y7nh,1,track,178
9193,Across The Miles,Survivor,spotify:track:5XfIOUX34DGMJlZzPv9zHB,0.581,0.299,0,-15.358,1,0.0289,0.574,6.12e-05,0.0886,0.278,120.107,351533,4,21.85129,17,1,80,False,7,1988-09-25,disc_number,10,album,spotify:album:1vDCPR1K9O81nzU2bRWYNE,1,track,178
9194,To Live And Die In L.A.,Wang Chung,spotify:track:4j9vKSmW4JrF2Dwt22yLJr,0.745,0.498,5,-12.887,0,0.0322,0.183,0.168,0.285,0.763,106.992,293693,4,58.73113,10,1,80,False,1,1985-01-01,disc_number,8,album,spotify:album:4zd7lek50Jzv0YDOBtrOBH,1,track,0
9195,I Dream of Paris,Boytronic,spotify:track:5Vsv5I80gavi5Pz0I6yp2r,0.611,0.576,5,-16.04,1,0.0611,0.101,0.000105,0.629,0.784,164.307,269067,4,50.69889,12,0,80,False,4,1988-09-03,disc_number,10,album,spotify:album:5twE14HSnV4NS9CfZK9lc4,1,track,178
9196,"Pearly-Dewdrops' Drops (7"" Version)",Cocteau Twins,spotify:track:1PZMKTfrAn3HikmlYNUwY2,0.448,0.55,7,-12.43,1,0.0316,0.00103,0.126,0.428,0.454,179.314,251173,3,78.91236,10,0,80,False,4,1984-04-02,disc_number,4,single,spotify:album:3o5WcVFzkrrk4rpkLB2STv,1,track,0
9197,Satin Doll - Take 7,Wes Montgomery Trio,spotify:track:63JrlMKEinao3JIrvCmJqq,0.498,0.115,0,-23.055,1,0.0599,0.908,0.08,0.156,0.255,64.647,236093,4,32.49603,11,0,80,False,7,1987-01-01,disc_number,11,album,spotify:album:1lzXKC7YtD8taNdv84K54L,1,track,89
9198,I Cannot Believe It's True,Phil Collins,spotify:track:47gHXfrbU3IBshdwwtjrjz,0.712,0.923,5,-5.746,0,0.037,0.141,0.00194,0.0817,0.743,121.28,316427,4,98.55094,14,1,80,False,2,1982-11-05,disc_number,21,album,spotify:album:6sn6eWmPciSiHj0ltTBl7M,1,track,178
9199,The Cowboy And The Lady,John Denver,spotify:track:0qDfEI0vWeKhJn1KfglaM7,0.603,0.463,4,-12.578,1,0.035,0.354,3.46e-06,0.0839,0.649,129.773,277547,4,51.4989,14,1,80,False,6,1981,disc_number,10,album,spotify:album:2BLEF4Msr20Ky7ZsxtdqC3,1,track,178
9200,Candy Man Blues,Mississippi John Hurt,spotify:track:6gjUxOhkBhdkU6yVRB6BUK,0.643,0.138,10,-20.886,1,0.0594,0.995,0.455,0.135,0.762,105.75,169333,4,23.32846,9,0,80,False,4,1988-05-28,disc_number,13,album,spotify:album:3hud1G2BDhrEdp88Io25r5,1,track,177
9201,Biggest Part Of Me,Ambrosia,spotify:track:6JHXiRD1QjMK1N6AQEnL04,0.498,0.723,10,-8.053,1,0.05,0.238,0.0,0.353,0.882,153.227,324040,4,24.07953,13,1,80,False,9,1980-03-26,disc_number,9,album,spotify:album:4WsQBaO2DLvDZ5VRmsXbUH,1,track,178
9202,Retratos e Canções,Sandra De Sá,spotify:track:3yfRDsK74hvMIBLR1VX3nO,0.564,0.399,9,-12.372,1,0.0241,0.17,0.0,0.119,0.563,162.046,234333,4,25.56623,13,0,80,False,1,1986-09-17,disc_number,12,album,spotify:album:26IwLliGKeITQebBoAi7UQ,1,track,35
9203,Shit-Hit,Ton Steine Scherben,spotify:track:78teUNRHhAI5m0c5NvpwKR,0.508,0.819,0,-7.789,1,0.0454,0.121,0.0,0.952,0.449,135.127,265640,4,26.40062,12,0,80,False,7,1985-01-18,disc_number,10,album,spotify:album:7gd3nZethIInmDAzzWJ6Th,1,track,114
9204,Hearts Away,Night Ranger,spotify:track:1EoGhAN2v1m6EOE1bUOQmC,0.235,0.469,0,-11.556,1,0.0367,0.34,5e-06,0.0943,0.13,148.568,300733,4,55.39429,11,1,80,False,9,1987-01-01,disc_number,9,album,spotify:album:5ytFbM2XycgtvD8lPtLYF3,1,track,178
9205,The One Thing,INXS,spotify:track:20CvyqKfRsnFVChsAKYA9f,0.449,0.942,9,-4.23,1,0.108,0.0493,0.00565,0.273,0.356,137.557,205427,4,42.66277,11,1,80,False,1,1982-10-16,disc_number,10,album,spotify:album:3Amln0PtCGwm5RfM4hdDBI,1,track,2
9206,Lado B,Sean Random,spotify:track:5HbTisa99S9E6UClGjSXlp,0.794,0.967,0,-8.071,1,0.106,0.00114,0.874,0.0524,0.697,124.974,430085,4,54.00258,14,0,80,False,16,2019-03-18,disc_number,25,compilation,spotify:album:5KNYv5vGK0dIt5kcSDQJnT,2,track,0
9207,Olhos Coloridos,Sandra De Sá,spotify:track:45XopGhwYSgooiewaZNsSd,0.842,0.549,5,-10.857,0,0.0447,0.17,0.00122,0.0804,0.967,96.566,267267,4,24.60059,14,0,80,False,1,1982-01-01,disc_number,10,album,spotify:album:7wB73SnTyYvV1PV0XNP9ol,1,track,175
9208,Remo's Theme (What If),Tommy Shaw,spotify:track:39VSnBKOP7zHeJS1cWXh3j,0.517,0.826,11,-10.815,0,0.0475,0.107,2e-05,0.188,0.715,146.591,262600,4,27.59204,15,1,80,False,2,1985-01-01,disc_number,10,album,spotify:album:758dN9bIh2eSTmHM6hHBDl,1,track,177
9209,Swingin',John Anderson,spotify:track:5aujdHHMn6WBzxFiCyqCJb,0.652,0.722,9,-10.678,1,0.0326,0.0649,0.0,0.166,0.727,110.751,179160,4,27.58105,8,1,80,False,1,1998-03-17,disc_number,10,compilation,spotify:album:5ZCKD9N7TSUMhrEt9vQhgV,1,track,175
9210,Yes It's True,Flamin' Groovies,spotify:track:5VNe7DNwJpQePrWsmqdUOb,0.621,0.843,1,-8.565,0,0.0298,0.0307,2.29e-06,0.133,0.783,117.92,150146,4,44.99045,9,0,80,False,6,1989,disc_number,24,album,spotify:album:1hSEfZ3n3kCisvO9RDerhg,1,track,178
9211,You. Me. House,Adamski,spotify:track:7r2BC3QWeofeXihCglZOaK,0.655,0.552,0,-17.528,1,0.0484,0.0501,0.909,0.132,0.691,126.25,136907,4,77.23937,5,0,80,False,7,1989-12-01,disc_number,13,album,spotify:album:3VHcx4ArU4N8Uj4mbbOUHg,1,track,178
9212,Molly & Tenbrooks,The Bluegrass Album Band,spotify:track:0FjS3UvIenJBUhgN6cXkhH,0.55,0.561,10,-13.926,1,0.0316,0.277,0.00238,0.138,0.963,138.59,187307,4,74.58675,9,0,80,False,3,1981-01-01,disc_number,11,album,spotify:album:2nBT57dTz8JleKCE0yvuLj,6,track,178
9213,Please Be The One,Karla Bonoff,spotify:track:4qMcYzlTpj5pmIkwhGoFkc,0.706,0.247,2,-16.729,1,0.0343,0.839,0.00348,0.0437,0.422,90.306,246733,4,15.49498,11,1,80,False,2,1982,disc_number,9,album,spotify:album:4SKLiq4C6BbbFKcKzydytJ,1,track,177
9214,Blame It On The Rain,Milli Vanilli,spotify:track:0UUpyDCYzkziXJ1TM4awHM,0.758,0.827,4,-6.151,0,0.0774,0.00328,0.000165,0.0951,0.506,97.515,248533,4,68.35075,11,1,80,False,3,2011-06-03,disc_number,4,single,spotify:album:6YOOLhdZhPoLDhEe8862YD,1,track,178
9215,A Lover's Holiday,Change,spotify:track:7AzZ2sNganpJKdsumfvu81,0.921,0.607,11,-6.047,0,0.216,0.0287,0.0297,0.0837,0.799,116.335,384813,4,38.89145,16,1,80,False,16,2015-01-30,disc_number,20,compilation,spotify:album:4oJxJx3YxgItQdfcihMD0f,1,track,177
9216,Drowning Butterflies [November/December 1984] - Big Expensive Version,The Cleaners From Venus,spotify:track:60sVZvRs8c1HdYSCs1hRgO,0.63,0.931,2,-5.11,1,0.0416,0.107,6.58e-06,0.482,0.889,112.37,257960,4,44.00682,12,0,80,False,12,1985,disc_number,13,compilation,spotify:album:57IoA9Cd4a29iLLZqNJ4QB,1,track,178
9217,Rock It Baby,Benjamin Ball,spotify:track:3nDoW03DGZIYWp07miyeT1,0.885,0.866,0,-7.102,1,0.0353,0.0427,0.715,0.323,0.951,125.066,272894,4,32.88666,13,0,80,False,1,1983-05-09,disc_number,14,album,spotify:album:4SJBw5d8UBuCVqSRscwcmi,1,track,0
9218,No Hacen Falta Alas,Silvio Rodríguez,spotify:track:1GoPqA2jwoNXX3IHX6KWQF,0.576,0.444,0,-8.874,1,0.0626,0.562,5.63e-05,0.136,0.234,138.91,453543,4,67.50936,13,0,80,False,14,1986-01-01,disc_number,14,album,spotify:album:150lTTfTsDuH60YbV6Iiau,1,track,178
9219,Turn Up The Radio,Autograph,spotify:track:7u0b4DthVvd2F2EzCiOx0Z,0.629,0.79,2,-13.496,1,0.0429,0.0375,0.00034,0.13,0.428,110.295,278507,4,24.09153,11,1,80,False,2,1984,disc_number,10,album,spotify:album:4yfmDEn3qrOTcHAAfXGzdo,1,track,178
