track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,hit,era
Man Y,Éric Serra,spotify:track:1UVOQYkj27ZXMtWmPuwovI,0.74,0.636,0,-11.924,1,0.0302,0.38,0.827,0.108,0.929,129.161,184827,4,43.87148,8,0,80
El Marqués Bajo la Luz,Riff,spotify:track:5JHAvfFUyePgrqJ7jKaO5m,0.436,0.48,9,-15.364,1,0.0751,0.36,0.792,0.0941,0.375,101.611,321240,4,51.30708,13,0,80
Summergirls,Dino,spotify:track:5byYO8JjkxV27yQYo2pDRx,0.764,0.58,9,-15.2,0,0.093,0.00219,0.0551,0.146,0.81,121.343,376573,4,36.53151,15,1,80
Prologue,TOTO,spotify:track:3ZVbOoucR474pTT4TZIUmE,0.5,0.0306,0,-28.157,1,0.0497,0.931,0.000448,0.359,0.109,114.563,108853,3,43.57388,5,0,80
Un Hombre Afortunado,Luis Enrique,spotify:track:0HNzQYVzKfXOo7EyXFCPY3,0.713,0.79,7,-3.877,0,0.0578,0.644,0.0,0.27,0.812,172.202,281227,4,48.55043,15,0,80
Voice Of America's Sons,John Cafferty & The Beaver Brown Band,spotify:track:43rLwQvmkkJCMxFRrhnAbu,0.589,0.781,5,-10.09,1,0.0278,0.00172,0.00085,0.0767,0.577,77.71,280267,4,52.08313,11,1,80
Your Wildest Dreams,The Moody Blues,spotify:track:1T4iwEA2ySieXjWxjiMVWs,0.534,0.582,7,-15.997,1,0.0374,0.289,0.0338,0.283,0.653,141.362,291000,4,32.21662,8,1,80
Go,Asia,spotify:track:4VvhBlbxOSyf3FybLjcnOm,0.473,0.935,0,-7.898,0,0.0537,0.181,0.0349,0.428,0.477,132.231,246760,4,43.53225,10,1,80
Heaven,Bebe & Cece Winans,spotify:track:1E6hApWpDDGD3v337PDwob,0.65,0.692,8,-12.472,1,0.0508,0.294,0.0181,0.0338,0.962,109.437,283283,4,36.06172,11,0,80
La La Means I Love You,Tierra,spotify:track:0jEz8H0pjQT5giDhAdfK3h,0.351,0.59,9,-8.266,1,0.0334,0.374,0.0,0.98,0.366,92.79,644707,3,20.14892,21,1,80
Keep On Movin',Soul II Soul (Featuring Caron Wheeler),spotify:track:7vvRkLPIvfjjmCIqNxBuEZ,0.817,0.485,7,-11.659,1,0.143,0.0525,0.00021,0.0391,0.672,100.978,228267,4,48.97966,10,1,80
Auf leisen Sohlen,Roedelius,spotify:track:3BtY7xQFux9PtYD3K7KAp3,0.338,0.363,10,-8.963,1,0.0286,0.686,0.947,0.322,0.259,172.718,231707,4,31.2988,11,0,80
Blood of the Kings,Manowar,spotify:track:4ELT1W4vG0BuC04CQ2e98I,0.358,0.686,4,-12.542,1,0.0429,5.49e-05,0.0311,0.097,0.361,148.406,449600,4,77.48943,17,0,80
Pass The Dutchie,Musical Youth,spotify:track:1BkY0N8ChFk2mdLbAUu8ZK,0.805,0.418,7,-14.374,1,0.0979,0.459,0.0,0.288,0.966,149.724,205427,4,26.19184,12,1,80
Duendes,Celtas Cortos,spotify:track:4vV9tFjDZGPXKI3q0B1jgd,0.344,0.579,7,-11.596,1,0.0364,0.0136,0.0136,0.0235,0.471,120.008,331573,4,49.63563,11,0,80
Case Of You,Frank Stallone,spotify:track:3yybRgXHBSFdFS9arnJhWo,0.51,0.643,9,-4.753,1,0.0343,0.597,0.0,0.151,0.903,114.531,187853,4,50.06421,10,1,80
Tom Sawyer,Rush,spotify:track:3QZ7uX97s82HFYSmQUAN1D,0.536,0.901,9,-7.211,1,0.0374,0.00145,0.0186,0.06,0.666,87.559,276880,4,30.14833,10,1,80
Dial My Heart,The Boys,spotify:track:35Iy0Neh1ewQapV6n0td6X,0.733,0.65,11,-11.793,0,0.0694,0.0288,0.0432,0.0558,0.811,100.567,264840,4,29.70599,13,1,80
Eric B. Is On The Cut,Eric B. & Rakim,spotify:track:0mqrA6xVKqeyxhlu9dV2am,0.862,0.549,6,-12.016,0,0.314,0.00294,0.393,0.322,0.571,100.179,229733,4,51.57416,10,0,80
That Girl Could Sing,Jackson Browne,spotify:track:0KbNyJFUpNHhzCRFlrMPSE,0.707,0.645,11,-9.236,0,0.0329,0.327,0.00102,0.0523,0.637,132.373,275293,4,57.1384,12,1,80
Effigy (I'm Not An),Ministry,spotify:track:4V6KKSNh9d9DUZ0UyPdG3z,0.615,0.576,0,-11.272,1,0.0329,0.00127,0.0109,0.209,0.784,124.271,231693,4,24.09038,10,0,80
It's No Secret,Kylie Minogue,spotify:track:5s4clDpVHRhQAiAYiTEf6U,0.66,0.894,5,-4.325,1,0.0383,0.375,0.0461,0.0765,0.841,99.928,238000,4,63.65565,10,1,80
Quién Eres Tú,Luis Enrique,spotify:track:4j9GEfHjKPl904Mfp7hQCj,0.775,0.68,7,-5.789,0,0.0335,0.248,0.0,0.3,0.796,93.514,287933,4,37.62625,13,0,80
Sexy,Trouble Funk,spotify:track:07MelKSSsu0v53bl19yN2I,0.85,0.668,7,-14.298,1,0.0845,0.0728,0.000237,0.0996,0.652,105.576,227854,4,28.37142,11,0,80
How Can I Forget You,Elisa Fiorillo,spotify:track:5d8byUVc57r4axH3JLbLAX,0.668,0.686,1,-11.64,1,0.037,0.0552,6.81e-05,0.138,0.781,138.214,238980,4,36.08428,12,1,80
Baby Grand,Billy Joel featuring Ray Charles,spotify:track:6B8r8owVznneehISUGzJFD,0.336,0.355,5,-11.783,1,0.0362,0.516,1.7e-06,0.13,0.136,67.765,243987,4,28.86664,16,1,80
Why,Carly Simon,spotify:track:6Wux9SSXcUdgwG7TItGTJz,0.658,0.852,7,-9.058,1,0.0493,0.00567,0.000484,0.341,0.73,92.346,248491,4,61.32092,9,1,80
Route 101,Herb Alpert,spotify:track:1Tf0xSQyh7O1bsgwjNRkCl,0.691,0.773,7,-9.226,0,0.0305,0.126,0.564,0.063,0.738,131.023,202367,4,60.45551,9,1,80
Anything For You,Gloria Estefan & Miami Sound Machine,spotify:track:3EIodfe9XNJJCq9dIYg3ng,0.582,0.397,6,-13.099,1,0.033,0.655,0.0,0.0399,0.29,143.798,221867,4,37.27653,12,1,80
יושב לבד,Zohar Argov,spotify:track:66tkotIhT1SHNtIuBodHtg,0.437,0.635,2,-15.427,1,0.0634,0.045,3.27e-05,0.257,0.679,93.974,251667,4,61.24264,11,0,80
"Cordiero De Nana (feat. Gilberto Gil, Maria Bethânia, Caetano Veloso)",João Gilberto,spotify:track:0NrGCInUdTUWDmLycYna8s,0.516,0.0793,0,-23.429,1,0.0368,0.741,0.844,0.125,0.425,111.872,80573,4,0.0,2,0,80
Healing Hands,Elton John,spotify:track:4rxCQMELiiH0gk8nbTd2tR,0.626,0.809,2,-9.692,1,0.0276,0.00492,1.81e-05,0.0353,0.788,112.321,269960,4,25.18571,11,1,80
Get It Right,Aretha Franklin,spotify:track:0Q3vW513PoBhndb8MszDP2,0.755,0.702,1,-8.539,1,0.157,0.0226,0.0,0.0386,0.804,122.338,375107,4,42.88224,16,1,80
Come Back And Stay,Paul Young,spotify:track:1r3YUTAwY0Y7tyV9Xcgps8,0.624,0.803,6,-7.985,0,0.0729,0.116,1.15e-05,0.293,0.8,130.834,264853,4,30.8537,13,1,80
Sonífera ilha,Titãs,spotify:track:1mK7rqBmWWFvU1huYnsPGq,0.621,0.819,9,-8.63,0,0.0294,0.198,0.000112,0.0396,0.96,146.663,174973,4,22.7801,9,0,80
Second Tooth,Skinny Puppy,spotify:track:1qfVH0hpTP5QMsmd9zzcL7,0.575,0.792,1,-14.662,0,0.0846,0.0177,3.41e-05,0.513,0.235,109.756,246040,4,33.70884,13,0,80
Dirty Looks,Juice Newton,spotify:track:20GogLmpfkC60z7jf0GALK,0.578,0.892,11,-9.551,0,0.0425,0.122,0.00218,0.106,0.591,140.97,228160,4,27.32272,11,1,80
Was It a Morning Like This,Sandi Patty,spotify:track:20pBAtqmI3yjrfLFUqAq7Y,0.43,0.678,4,-6.507,1,0.0296,0.376,0.0,0.0911,0.361,170.74,202373,3,29.07059,9,0,80
Paranoimia,Art Of Noise With Max Headroom,spotify:track:0eZ5GQBi6Nqr3MDy4unvCn,0.757,0.555,11,-13.916,0,0.043,0.199,0.0613,0.252,0.782,111.891,199533,4,33.7637,11,1,80
Winged Processional,Alice Gomez,spotify:track:7Fz4dNWjDHgFP1L0RdNti2,0.278,0.371,0,-11.533,1,0.0589,0.662,0.467,0.162,0.17,175.967,335267,4,36.81228,16,0,80
La virée,Karl-Heinz Schäfer,spotify:track:1ImJk3nroh0OjjaTrQvFiu,0.228,0.708,5,-10.982,0,0.106,0.426,0.302,0.663,0.164,82.727,295187,3,41.46629,12,0,80
Bang Zoom (Let's Go-Go),The Real Roxanne,spotify:track:2AGmw3ewDomsRH8soSFpbS,0.893,0.515,11,-13.463,0,0.181,0.368,1.4e-06,0.117,0.556,99.192,357227,4,54.08055,16,0,80
Talk To Me,Chico DeBarge,spotify:track:02iG08jjPlK4Zrw1yy95le,0.766,0.717,6,-7.492,1,0.0642,0.00313,0.0423,0.0598,0.645,114.59,230093,4,26.9693,7,1,80
Aunque Mal Paguen Ellas,Vicente Fernández,spotify:track:6WeKaLj0UfZ5ES6YQsX5aS,0.336,0.273,8,-9.544,1,0.0365,0.129,0.0,0.138,0.327,80.083,204680,4,41.65842,6,0,80
Peace In Our Time,Eddie Money,spotify:track:5sR6s1SsKPnV77vTqc6PIx,0.597,0.832,11,-6.687,1,0.0637,0.301,0.0,0.14,0.394,122.01,300560,4,41.15587,15,1,80
Structures from Silence,Steve Roach,spotify:track:5ZDJLb4cFmLVgmB6KDLe9H,0.161,0.0261,4,-29.215,0,0.0385,0.968,0.89,0.0827,0.0295,70.507,1713307,4,42.94342,63,0,80
I'm Never Gonna Say Goodbye,Billy Preston,spotify:track:6BDWITl9HpvfD0Kacsmcu3,0.348,0.376,2,-10.072,1,0.0271,0.599,0.0,0.107,0.208,141.77,221827,4,48.18134,11,1,80
Trauermusik,Paul Hindemith,spotify:track:1447Cn1Swgf6w9qwq8jV5b,0.154,0.0193,4,-30.482,1,0.0473,0.914,0.799,0.0721,0.0372,87.761,518493,3,33.76394,22,0,80
Jumpin' Jack Flash,Aretha Franklin,spotify:track:28MEFW24ikUUIhJELPYHXb,0.603,0.92,4,-7.09,0,0.0468,0.0215,0.01,0.76,0.737,122.419,306213,4,44.34501,12,1,80
Square Biz,Teena Marie,spotify:track:5lAH3vLN4Gc3jDM25cMIgH,0.767,0.925,2,-7.473,1,0.107,0.15,0.000159,0.409,0.732,113.67,385573,4,27.24311,22,1,80
Wind It On Up,E.U.,spotify:track:412zj7D8DhGcj477GPv209,0.733,0.71,6,-9.181,0,0.0565,0.0978,0.00542,0.0259,0.947,105.991,365533,4,28.96433,14,0,80
Don't Be Cruel,Bobby Brown,spotify:track:0v9kGNjkKdQUdDoBIuiph4,0.753,0.62,9,-10.544,1,0.0524,0.0657,0.0,0.27,0.676,110.172,291560,4,37.9463,9,1,80
Tough World,Donnie Iris,spotify:track:1sIyPQOBFFkqUOKXg5qjiI,0.675,0.648,2,-10.1,1,0.0309,0.0054,8.43e-06,0.0958,0.613,114.52,227667,4,26.53157,13,1,80
Pink Orange Red,Cocteau Twins,spotify:track:5aRZdkrcy3JBaKGszbjnQp,0.376,0.371,0,-13.183,1,0.0282,0.00515,0.0405,0.289,0.128,90.932,282867,4,23.09203,14,0,80
"Hei Você, Psiu...",José Orlando,spotify:track:2R5TnNUPdOQjykcx6GsIOu,0.525,0.691,1,-7.824,1,0.0341,0.146,0.0,0.524,0.698,121.521,209093,4,26.78283,8,0,80
You Have Placed A Chill In My Heart,Eurythmics,spotify:track:0DHLZaTioQnCk8mu6th15o,0.591,0.982,9,-4.817,1,0.0508,0.124,0.0218,0.0519,0.779,103.387,234560,4,56.01168,9,1,80
Pink Frost,The Chills,spotify:track:70edK8hEu22TwodGaahjdO,0.598,0.462,1,-15.1,1,0.0278,0.637,0.352,0.0921,0.276,136.732,241400,4,37.36651,12,0,80
La Adelita,Dutch Swing College Band,spotify:track:4ZkzTaLdVarJbhJxagoaxf,0.649,0.593,8,-10.818,1,0.0377,0.522,0.00403,0.0937,0.903,111.535,130333,4,50.06072,7,0,80
Everyday People,Joan Jett & the Blackhearts,spotify:track:2XsBSbENuPJNqp50W3iy48,0.571,0.871,7,-6.226,1,0.0621,0.0265,0.0,0.102,0.749,119.852,159987,4,30.97757,7,1,80
Press,Paul McCartney,spotify:track:6wvBLdQQHLCNds52FbZpZL,0.676,0.808,0,-11.029,1,0.034,0.0309,0.00229,0.148,0.866,113.061,283093,4,28.99247,16,1,80
Batman to the Rescue,Danny Elfman,spotify:track:338FvRzVBaZJRZR8PBTllO,0.256,0.397,9,-18.224,0,0.0548,0.49,0.833,0.305,0.149,148.13,237800,4,39.62789,14,0,80
Punishment for Love,Bronski Beat,spotify:track:3mWYa5TgHevsXxTl17Av6M,0.61,0.652,7,-13.97,1,0.0471,0.114,0.0,0.605,0.928,119.622,254427,4,16.87142,10,0,80
Promises,Trevor Rabin,spotify:track:2sZ0WTc3Sq2rzoxrcDlXCB,0.496,0.42,7,-12.558,1,0.0279,0.233,8.83e-05,0.0867,0.216,140.188,355133,4,28.05539,13,0,80
"Mi Mundo, Tú",Camilo Sesto,spotify:track:0b7PdaAT8dTBpMwDE4i0Um,0.564,0.504,9,-8.432,0,0.0346,0.53,1.28e-06,0.112,0.488,133.18,201800,4,41.65355,9,0,80
Don't You Know How Much I Love You,Ronnie Milsap,spotify:track:6GkZDGm8BljmFJmyEmm0wF,0.866,0.427,7,-13.823,1,0.0292,0.14,2.14e-05,0.0955,0.858,105.228,215680,4,55.88318,9,1,80
Blå himlen blues,Imperiet,spotify:track:1nfeToH98yxArwZF2N5Zlh,0.474,0.353,4,-14.643,1,0.0349,0.271,0.0165,0.114,0.498,114.493,382280,5,49.94361,14,0,80
Don't Stop Trying,Rodway,spotify:track:1xgBRWH2oPzUN53PLiEUGP,0.768,0.444,9,-14.166,0,0.102,0.00415,0.000101,0.37,0.833,124.507,279432,4,21.01844,11,1,80
Throwing It All Away,Genesis,spotify:track:1dMilrhgON9TIGPVdWG2dX,0.47,0.621,1,-7.294,1,0.0268,0.135,0.00354,0.0846,0.307,83.955,230520,4,40.71407,11,1,80
What Have You Done For Me Lately,Janet Jackson,spotify:track:2SFq0UIiBWkBgky0fkrHP0,0.846,0.396,1,-12.408,1,0.0677,0.0157,0.0116,0.0656,0.841,114.045,299493,4,18.80604,16,1,80
Cuesta abajo,Alejandro Conde,spotify:track:2KmVl8IegjJWcS6UvE0Jtv,0.375,0.663,9,-5.859,1,0.0439,0.482,0.0,0.284,0.426,94.345,235640,4,46.72379,12,0,80
She Won't Talk To Me,Luther Vandross,spotify:track:7h8hDsFT5GQ2Sa9tdewyJt,0.764,0.857,1,-6.58,0,0.0371,0.226,0.0,0.102,0.968,116.923,276227,4,33.92438,10,1,80
Perfect Combination,Stacy Lattisaw & Johnny Gill,spotify:track:0Ro6ef31feiNEnrTZCBSeA,0.607,0.526,0,-10.324,1,0.0377,0.376,0.0,0.14,0.6,133.617,249933,4,43.77913,9,1,80
Rebeccas Room,Wasted Youth,spotify:track:7m2eRAhaGFYkCfLRMPVIaV,0.452,0.811,2,-9.854,1,0.0518,0.0165,0.808,0.264,0.575,134.642,210467,4,25.27586,9,0,80
Death Metal,Onslaught,spotify:track:1aed6YvDdZa5wkU2JR8Acz,0.129,0.902,11,-7.279,1,0.0552,1.46e-05,0.418,0.175,0.488,146.567,222067,4,25.74809,14,0,80
No Eye Had Seen,Michael W. Smith,spotify:track:7gW1u5rbxe0rRTu5KgXClq,0.16,0.0815,5,-19.557,1,0.0407,0.607,5.26e-06,0.141,0.0563,135.368,174093,3,30.66573,10,0,80
Heat Beat,Suicide,spotify:track:5heFQCdZ9T5iBgYZMlzOdb,0.612,0.751,11,-12.475,0,0.0456,0.164,0.876,0.368,0.537,137.809,253507,3,27.15592,9,0,80
Never 2 Much Of U,Dino,spotify:track:0El4vsM1m7ef4nMTb0vyrV,0.587,0.396,7,-14.701,0,0.032,0.102,0.00062,0.307,0.779,81.265,329960,4,24.24137,13,1,80
Satisfy Me,Billy Satellite,spotify:track:3taPq5NfPwyHv9sTllex4I,0.574,0.897,5,-4.542,1,0.075,0.0306,0.0,0.224,0.574,126.409,221827,4,32.0377,11,1,80
High On You,Survivor,spotify:track:0kly0FygSDXVbvbXxsZ31S,0.659,0.714,7,-9.811,1,0.0321,0.398,1.15e-05,0.174,0.871,125.152,248200,4,23.46966,16,1,80
Terrible Lie,Nine Inch Nails,spotify:track:3o1nX61oecxnqXieA2ma0U,0.607,0.611,6,-12.514,1,0.0419,0.000794,0.0832,0.322,0.489,87.963,278960,4,21.93891,13,0,80
Where Or When,Benny Goodman,spotify:track:2AFLjcssAvJq62eeHZ0Q4q,0.467,0.00861,9,-28.227,0,0.0343,0.991,0.141,0.104,0.104,79.75,200600,4,34.28749,9,0,80
Touch Me When We're Dancing,Carpenters,spotify:track:5bYkVIt1lHtwYgaPSvSWPE,0.564,0.501,7,-6.417,1,0.024,0.325,0.0,0.077,0.447,93.55,195907,4,49.5041,9,1,80
The Sweetest Thing (I've Ever Known),Juice Newton,spotify:track:3EFgVWb1TAYP3CF17BB4fU,0.38,0.228,7,-14.373,1,0.0261,0.602,0.0,0.154,0.181,77.177,248133,4,26.70628,12,1,80
Donimo,Cocteau Twins,spotify:track:5JeK01OZLYXm4KntPXYOmx,0.198,0.402,0,-11.978,1,0.0322,0.0361,0.73,0.0845,0.101,175.305,379067,4,46.3173,15,0,80
Descent into Mystery,Danny Elfman,spotify:track:4Gh98r1sYlYmQjXTDvNp6c,0.362,0.233,2,-17.927,0,0.0369,0.75,0.906,0.0454,0.434,139.334,92640,4,37.5969,5,0,80
Waiting For Your Love,Toto,spotify:track:1CP967dCzbdR2RMejYyPFz,0.733,0.372,8,-17.274,1,0.0368,0.108,1.45e-06,0.096,0.78,99.618,252667,4,31.3043,12,1,80
The Finer Things,Steve Winwood,spotify:track:0qrOEuhMXqAyMMyfOCZ2yC,0.782,0.713,2,-6.999,0,0.0325,0.18,0.0342,0.105,0.572,124.677,251200,4,30.5354,12,1,80
How Many Times Can We Say Goodbye,Dionne Warwick & Luther Vandross,spotify:track:6Xi4SYy31Ho03034WqWOWg,0.361,0.461,8,-7.864,1,0.0327,0.569,0.00214,0.115,0.118,113.489,207853,4,21.97327,12,1,80
Communication,Spandau Ballet,spotify:track:5qbCSeKhdGYz0wMiIs4TSI,0.582,0.744,0,-4.383,1,0.0572,0.295,3.34e-05,0.0378,0.529,114.128,205347,3,48.55163,8,1,80
Alexander's Ragtime Band,Billy Eckstine,spotify:track:6DBu9W6TLu4rPGpxZlimwC,0.495,0.472,3,-11.893,1,0.12,0.409,0.0,0.0822,0.813,143.356,245133,4,46.35668,14,0,80
I Call Your Name,Johnny Clegg,spotify:track:4TwkAC4K0XCbhf6HAPYJNF,0.743,0.576,3,-14.64,0,0.187,0.109,6.91e-06,0.222,0.83,114.863,240960,4,50.0344,9,0,80
Va por Ellos,El Fary,spotify:track:1kwW2tE9osNieLU4IyJKJ2,0.392,0.591,8,-7.023,1,0.0362,0.574,0.0,0.202,0.69,119.95,242400,4,38.69067,12,0,80
The Word Is Out,Jermaine Stewart,spotify:track:4LbFrIQwutqVBkw8qnfFrR,0.698,0.768,9,-8.308,0,0.0427,0.0144,0.116,0.0697,0.688,116.55,215560,4,28.45226,11,1,80
Veilchenwurzeln,Roedelius,spotify:track:0W6GLni38O5IH7NrE1abah,0.26,0.625,2,-9.831,1,0.0435,0.705,0.931,0.0978,0.291,161.391,304200,3,27.69874,16,0,80
Love Comes Quickly,Pet Shop Boys,spotify:track:3g8p7uno48IqoM78RzI8NJ,0.588,0.819,11,-7.567,0,0.0282,0.459,0.00341,0.385,0.829,107.939,259467,4,81.96597,9,1,80
Make It Last Forever,Keith Sweat (Duet With Jacci McGhee),spotify:track:7vVIj8Tm1wCawjvwVZdeLD,0.494,0.511,4,-12.054,0,0.0825,0.0325,0.0,0.641,0.506,168.255,296400,4,47.57988,14,1,80
Just Another Day In Paradise,Bertie Higgins,spotify:track:1FerGrTyGsT1KufVFVuvA4,0.629,0.548,2,-13.258,1,0.0366,0.301,8.12e-05,0.206,0.854,124.784,236160,4,27.78641,11,1,80
West End Girls,Pet Shop Boys,spotify:track:7FlwylpJSe3ea6m1IrkizS,0.648,0.947,4,-6.617,0,0.0369,0.0114,0.0567,0.105,0.602,113.255,245360,4,24.48091,11,1,80
Rock-A-Lott,Aretha Franklin,spotify:track:6S1nW26PI99DWPAQ8MvDnR,0.689,0.793,10,-11.373,0,0.0385,0.0545,4.53e-05,0.137,0.941,114.032,381120,4,22.63545,14,1,80
Every Little Kiss,Bruce Hornsby & The Range,spotify:track:0WCXFE3RTTUzhufeeee227,0.546,0.621,10,-11.828,1,0.0306,0.588,0.00216,0.0754,0.624,82.817,348493,4,30.43071,15,1,80
Headed For A Fall,Firefall,spotify:track:5J7n7SphqGecgAwzIqVURY,0.499,0.794,9,-7.243,0,0.0415,0.0381,1.92e-05,0.138,0.343,109.596,249213,4,36.75493,12,1,80
Time Will Reveal,Debarge,spotify:track:5dOAshdEVLDMjHBnlMrX12,0.711,0.259,0,-13.796,1,0.0359,0.528,0.0,0.0582,0.433,129.75,259493,4,29.50193,12,1,80
Midnight Rendezvous,The Babys,spotify:track:4z46WAT4qWzJ6wI9eZDAaK,0.64,0.786,9,-6.905,1,0.0336,0.0762,0.0,0.249,0.848,130.128,216053,4,44.06427,8,1,80
Corcovado,Antônio Carlos Jobim,spotify:track:7k35iBFwbXDzL8yfOkn4GC,0.538,0.208,0,-18.834,0,0.232,0.941,4.47e-06,0.77,0.589,123.577,163533,4,66.28227,3,0,80
Sidy Gouro,Ali Farka Touré,spotify:track:09bsOvtGHSrJQzQiTC7iNS,0.717,0.233,2,-19.14,1,0.0464,0.62,0.00139,0.0575,0.605,111.043,227773,4,22.77897,13,0,80
My Town,Michael Stanley Band,spotify:track:3zh6c0CVMcBdIdXfN5wDLM,0.467,0.937,2,-7.647,1,0.0339,0.00036,0.00106,0.249,0.955,150.342,236400,4,19.87988,11,1,80
No Te Apartes de Mi (Não Se Afaste de Mim),Roberto Carlos,spotify:track:52hEx4MsZVWn3Sak5zaw88,0.576,0.63,0,-5.622,0,0.0283,0.493,1.54e-06,0.294,0.459,102.652,255893,4,45.068,13,0,80
Drão,Gilberto Gil,spotify:track:03fl1HJXxgTPQoG4O5qckq,0.741,0.492,0,-8.548,1,0.0332,0.201,0.000627,0.231,0.804,113.784,197880,4,54.86378,10,0,80
Tu Nombre Me Sabe a Yerba - En Directo,Joan Manuel Serrat,spotify:track:0jKLTXjJ3bEQT7K9OVkVKa,0.636,0.681,5,-5.614,1,0.0478,0.723,0.0,0.614,0.527,93.6,163973,4,55.50011,9,0,80
Are You Getting Enough Happiness,Hot Chocolate,spotify:track:4rE09VUFLmK4WyyuznpBeZ,0.95,0.446,4,-9.659,1,0.05,0.204,0.00238,0.0819,0.948,117.426,352533,4,29.59906,19,1,80
Love In The First Degree,Alabama,spotify:track:1rkpNfn7l4PcAreJwht9JO,0.626,0.411,8,-11.162,1,0.0318,0.366,0.0,0.0374,0.665,103.369,199200,4,24.99139,7,1,80
Kaun Kahta Hai (Live),Jagjit Singh,spotify:track:1TsxnjlnoEd3G7rjwtYU0p,0.287,0.615,3,-8.843,1,0.0384,0.81,6.39e-06,0.365,0.583,147.388,341933,3,38.72575,17,0,80
Föllig planlos,Abstürzende Brieftauben,spotify:track:1KHF10DTfqzSEhMihTrr1c,0.314,0.903,2,-11.534,1,0.0971,0.00494,0.0,0.26,0.617,165.515,182560,4,18.00711,11,0,80
Valencia,Manolo Escobar,spotify:track:0eF5vakie4M6Kk1tv50fkk,0.536,0.485,1,-9.038,1,0.0396,0.772,1.2e-05,0.178,0.914,114.962,171867,4,27.87005,10,0,80
Control,Janet Jackson,spotify:track:5vywtoD7fO1CP0B2wtm6I6,0.784,0.786,11,-12.487,1,0.0501,0.28,0.236,0.158,0.638,120.404,353307,4,37.14055,10,1,80
A Better Way - Hot Toddy Mix,Royal House,spotify:track:2BZMj67GGCStUG3M9jloh1,0.738,0.948,10,-5.74,0,0.0668,0.0932,1.04e-05,0.263,0.873,120.192,296784,4,45.14085,13,0,80
Smokin' In The Boys Room - Alternate Guitar Solo-Rough Mix,Mötley Crüe,spotify:track:6uQZw0uzjc0YRyYhNDxPWZ,0.399,0.92,0,-5.955,1,0.0795,0.00419,1.9e-05,0.201,0.56,137.183,214067,4,22.6893,13,0,80
Heaven Street,Death In June,spotify:track:1ASAjuvnnT46Ba0bKJAwjz,0.538,0.897,11,-7.694,1,0.0397,6.78e-05,0.764,0.0811,0.698,115.082,339227,4,47.95381,12,0,80
Wheel of Fortune,Tony MacAlpine,spotify:track:4fJtxlHglpyLDURtzELSSD,0.133,0.913,4,-10.091,0,0.115,0.00489,0.773,0.191,0.0772,165.231,223840,4,17.54595,13,0,80
Heartbreak Beat,The Psychedelic Furs,spotify:track:0DGfclu8baokgVcqSowXzI,0.542,0.691,7,-11.094,1,0.0366,0.162,0.000133,0.085,0.678,122.719,309360,4,20.42075,12,0,80
Here And Now,Luther Vandross,spotify:track:042pmCix7CPth3l3X28jl1,0.572,0.284,7,-14.453,1,0.0269,0.528,0.0,0.0853,0.244,74.968,323000,4,26.32193,12,1,80
Big Bad Moon,Joe Satriani,spotify:track:7H8M6q2O6T1xhvg01UvscW,0.18,0.986,9,-4.424,1,0.204,0.00481,0.143,0.0843,0.265,145.743,315667,4,57.66215,10,0,80
Walking On Thin Ice,Yoko Ono,spotify:track:1wVtRjpBb8dnpZC8XSlmiy,0.647,0.672,11,-7.913,0,0.0374,0.021,0.497,0.435,0.37,127.962,226281,4,31.49315,12,1,80
Nasty,Janet Jackson,spotify:track:07OzC5JlcaDwEkzWmvqp6y,0.839,0.89,1,-11.697,0,0.0628,0.452,0.0224,0.0866,0.575,103.652,243133,4,19.2577,12,1,80
One Time One Place,Skinny Puppy,spotify:track:2BePBbZjGplcHwq4HbDH8J,0.545,0.87,0,-10.971,1,0.071,7.23e-05,0.131,0.116,0.551,102.896,341893,4,47.50105,14,0,80
You Can't Run From Love,Eddie Rabbitt,spotify:track:6KU5URgVCXtJbrTFGEOz7S,0.691,0.474,7,-9.972,1,0.0279,0.0776,2.69e-05,0.113,0.755,109.816,224013,4,28.0363,10,1,80
It Takes Two,Rob Base & D.J. E-Z Rock,spotify:track:3vMMSQUpVW71MPPtxYwa9a,0.797,0.932,2,-4.332,1,0.134,0.00654,6.34e-06,0.0535,0.467,111.679,294891,4,40.3453,13,1,80
Action And Glamour 9 (a),Milan Pilar,spotify:track:2S5z7wca67YdWkGIqagusX,0.544,0.479,8,-13.152,1,0.0417,0.573,0.966,0.306,0.795,94.672,29514,3,0.0,2,0,80
Marching to Die,Running Wild,spotify:track:71y2Ahk5sajpLrvqta4tnk,0.233,0.907,11,-9.099,1,0.118,6.68e-05,0.556,0.0879,0.604,194.296,276400,4,29.45384,13,0,80
You've Got To Farewell,Martyn Bates,spotify:track:2puVkbb5JFoVUB5Aax1y23,0.34,0.261,5,-15.014,1,0.0309,0.614,0.0,0.376,0.265,70.879,261467,5,41.53523,13,0,80
את לי לילה,Boaz Sharabi,spotify:track:3150ESALE6LXKW579VwNCc,0.471,0.338,9,-10.7,0,0.025,0.108,0.0,0.217,0.0813,67.617,325453,4,54.59069,11,0,80
Back On Holiday,Robbie Nevil,spotify:track:2UFxJ5dvehNLPv8GEBu9lK,0.769,0.602,8,-14.144,1,0.0341,0.0623,0.00113,0.0435,0.96,99.954,239627,4,68.61655,8,1,80
